ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,605592,BUNNAHABHAIN - 18 YEAR OLD,5029704217373,0.7,1,46.3,154.99,NA
Spirits,Grape and Fruit Brandy,Brandy,FRANCE,110221,ST. REMY - V.S.O.P.,88352103297,0.375,1,40,10.99,NA
Wine,France Wine,France White Wine,FRANCE,116533,CHABLIS GRAND CRU LES CLOS - DOMAINE CHRISTIAN MOREAU 2013,89744423672,0.75,1,13,69.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,117226,AMARONE - DAL FORNO ROMAN 2008,831906003716,0.75,1,16.5,465.99,0
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,120485,SAUVIGNON BLANC - FISH HOEK,6009650560906,0.75,1,12.8,9.29,0
Wine,Italy Wine,Italy Rose Wine,ITALY,12377,SICILIA ROSE - CANAPI,8008820300043,0.75,1,12.5,9.09,0
Spirits,Whisky,Canadian Whisky,CANADA,125,CANADIAN CLUB - PREMIUM,80686821311,1.14,1,40,33.99,NA
Spirits,Liqueurs,Fruit Liqueurs,NETHERLANDS,128876,CREME DE BANANES - BOLS,80915078264,0.75,1,17,14.99,0
Wine,France Wine,France Red Wine,FRANCE,138636,ROUSSILLON - LURTON MAS JANEIL 2009,635335464502,0.75,1,13.9,22.49,0
Wine,Italy Wine,Italy Red Wine,ITALY,154500,BRUNELLO DI MONTALCINO - TALENTI 11,831906004362,0.75,1,14.79,72.99,0
Beer,Import Beer,Europe Beer,BELGIUM,161273,MARTENS PILSENER TALL CAN,5411616000691,0.5,4,5,6.99,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,165654,RITTENHOUSE - STRAIGHT RYE WHISKEY 100 PROOF,96749702756,0.75,1,50,54.99,0
Wine,France Wine,France Red Wine,FRANCE,166157,POMMARD 1ER RUGIENS - JABOT 2011,3535928611108,0.75,1,13.5,86.99,0
Wine,Fortified Wine,Other Fortified Import Wine,SOUTH AFRICA,17434,CAPE TAWNY - KWV CLASSIC,748294131115,0.75,1,17.5,11.49,5
Wine,Germany Wine,Germany Sparkling Wine,GERMANY,182964,HENKELL ROSE PICCOLO,4003310012387,0.2,3,12,12.79,2
Wine,France Wine,France Red Wine,FRANCE,186874,CHATEAU LEOVILLE LAS CASES 2010,3258691421759,0.75,1,13,499,0
Spirits,Whisky,Canadian Whisky,CANADA,189217,GIBSONS FINEST STERLING,83664870325,0.75,1,40,22.99,NA
Wine,Hungary Wine,Hungary Red Wine,HUNGARY,192518,PINOT NOIR - FABULOUS ANT TOLNA,4002301431404,0.75,1,13,11.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,201376,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,63657029787,4,1,12,37.49,0
Spirits,Rum,Dark Rum,CANADA,2063,LAMB'S - NAVY,48415345422,0.75,1,40,22.49,NA
Wine,Italy Wine,Italy White Wine,ITALY,207357,SICILIA FIANO - MIOPASSO,8034115191270,0.75,1,13.5,16.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,208405,GRAHAM - SIX GRAPES RESERVE,5010867400245,0.75,1,20,25.99,9
Spirits,Whisky,Canadian Whisky,CANADA,215038,GIBSONS FINEST STERLING,83664870356,1.75,1,40,52.49,NA
Wine,Italy Wine,Italy White Wine,ITALY,229542,PINOT GRIGIO DELLE VENEZIE - FOLONARI,8000160632693,0.75,1,11.5,13.99,0
Spirits,Grape and Fruit Brandy,Brandy,SPAIN,268805,TORRES - SOLERA RESERVA 5,8410113000033,0.75,1,40,28.99,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,271585,FONSECA - BIN 27 RESERVE,5013521100451,0.75,1,20,24.49,10
Spirits,Liqueurs,Nut Liqueurs,ITALY,31864,AMARETTO - DISARONNO ORIGINALE,50037014518,0.375,1,28,15.99,NA
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,32748,NK'MIP - ROSE 2015,836909003213,0.75,1,12.5,17.99,0
Wine,France Wine,France White Wine,FRANCE,337881,CORTON CHARLEMAGNE - DROUHIN 2012,12086262012,0.75,1,13.5,199.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,344325,TOSCANA SYRAH - POGGIOTONDO MARMORECCIA 2009,8032937130149,0.75,1,14,85.99,0
Wine,France Wine,France White Wine,FRANCE,366286,CORTON CHARLEMAGNE - DOM BOUCHARD PERE 08/12,3337690118492,0.75,1,13.8,199.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,375436,TOSCANA - SETTE PONTI ORENO 2012,8033011203513,3,1,14,372.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,405738,MERLOT - THE EXHIBITIONIST,5060110820948,0.75,1,13.5,14.57,0
Wine,France Wine,France White Wine,FRANCE,417014,SANCERRE - JEAN PAUL BALLAND GRANDE CUVEE 2013,626990205371,0.75,1,13.5,37.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,420547,BIFERNO ROSSO - DI MAJO NORANTE RAMITELLO 2011,8011315000052,0.75,1,13,21.99,0
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,436147,SAWMILL CREEK - WHITE ZINFANDEL,63657014844,0.75,1,12,7.29,2
Wine,Fortified Wine,Sherry Wine,SPAIN,478776,GONZALEZ BYASS - NOE PEDRO XIMENEZ RARE OLD,8410023090636,0.75,1,15.5,64.99,10
Wine,Canada - BC,Canada - BC Red Wine,CANADA,483164,GANTON & LARSEN PROSPECT - MERLOT CAB HAYNES BARN 2013,776545400086,0.75,1,13,11.29,0
Wine,France Wine,France Red Wine,FRANCE,486423,CHATEAUNEUF DU PAPE - DOM DE CRISTIA VIEILLES VIGNES 11/12,3760060195746,0.75,1,15,99.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,504092,UNRESERVED REALLY GOOD WHITE,48162014749,0.75,1,12,9.99,2
Wine,Italy Wine,Italy Red Wine,ITALY,512665,BRACHETTO D'ACQUI - BRAIDA 2013,8024384003008,0.75,1,5.5,26.99,0
Wine,France Wine,France Red Wine,FRANCE,526186,VENTOUX - SAINT JEAN DU BARROUX LA SOURCE 2010,5700000700423,0.75,1,15,15.49,0
Wine,France Wine,France Champagne Wine,FRANCE,572586,VEUVE CLICQUOT - BRUT,3049613004507,1.5,1,12,132.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,573337,MCCLELLANDS - SPEYSIDE,5011333300717,0.75,1,40,39.99,NA
Wine,France Wine,France Red Wine,FRANCE,577908,RASTEAU - DOMAINE BEAU MISTRAL SELECTION VIEILLES VIGNES 12,854555002169,0.75,1,14,28.99,0
Wine,Italy Wine,Italy Sparkling Wine,ITALY,580993,BOTTEGA - MOSCATO PETALO IL VINO DELL'AMORE,8005829220648,0.75,1,6.5,16.49,5
Wine,Canada - Other,Canada - Other White Wine,CANADA,584904,HOUSE WINE - RIESLING PINOT GRIGIO HOUSE WHITE NIAGARA 2013,779376290550,0.75,1,11.5,13.99,2
Wine,Australia Wine,Australia Sparkling Wine,AUSTRALIA,589341,JANSZ - TASMANIA PREMIUM CUVEE,9311789078601,0.75,1,12.5,27.99,1
Wine,France Wine,France White Wine,FRANCE,589432,COTES DU RHONE BLANC - LOUIS BERNARD,604174000974,0.75,1,12.5,11.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,608992,BOLGHERI SUPERIORE - MACCHIOLE PALEO 2007/08,808755000142,0.75,1,13,119.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,61374,BUSHMILLS - BLACK BUSH,80432567173,0.75,1,40,34.49,NA
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,619791,JACKSON TRIGGS PROPRIETOR'S SELECTION ROSE,63657006979,0.75,1,11.5,8.99,0
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,634311,DELORD - BAS ARMAGNAC 25 ANS,3324110001281,0.7,1,40,129.99,NA
Wine,Italy Wine,Italy Sparkling Wine,ITALY,637645,CESARINI SFORZA - TRENTO BRUT ROSE TRIDENTUM 2007,673087761807,0.75,1,12.5,28.99,1
Wine,France Wine,France Red Wine,FRANCE,647891,CHATEAU LA MISSION HAUT BRION 2006,859929002677,0.75,1,13,580,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,65185,SAUZA - HORNITOS PLATA,80686835325,0.75,1,40,25.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,665257,LAGAVULIN - 8 YEAR OLD,5000281045153,0.75,1,48,89.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,679100,TREE - VERTICAL WINTER ALE,624524203114,0.355,6,5,11.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,71142,DIABOLICA - RED 2013,776545500410,0.75,1,14,12.99,2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,749267,RUSSELL - PUNCH BOWL NW IPA,696540510620,0.341,6,6.5,11.49,NA
Wine,France Wine,France Red Wine,FRANCE,75440,CHINON - JEAN MAURICE RAFFAULT 2012/13,626990144731,0.75,1,12.5,19.49,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,784108,SHIRAZ - PAXTON QUANDONG FARM MCLAREN VALE 10/11,858787000085,0.75,1,13.5,33.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,787556,MONTEPULCIANO D'ABRUZZO - TALAMONTI TRE SAGGI 12/13,181856000434,0.75,1,13.5,17.49,0
Wine,France Wine,France White Wine,FRANCE,796631,CHATEAU DE FIEUZAL BLANC 2012,3700266222884,0.75,1,13,79,NA
Wine,Italy Wine,Italy Fruit and Dessert Wine,ITALY,797050,VIN SANTO DEL CHIANTI CLASSICO - FELSINA 2004,726452012742,0.375,1,16,58.99,7
Wine,Italy Wine,Italy Red Wine,ITALY,828,VALPOLICELLA - FOLONARI,8000160632013,0.75,1,11,13.49,0
Spirits,Liqueurs,Fruit Liqueurs,CANADA,829747,BLACKCURRANT - OKANAGAN SPIRITS,874381000047,0.375,1,24,37.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,836551,CABERNET SAUVIGNON - GEMSTONE ESTATE NAPA YOUNTVILLE 2012,626990250746,0.75,1,14.9,269.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,860825,PATRON - SILVER ROCA PATRON ARTESANAL,721733001996,0.75,1,45,123.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,868380,GLENLIVET - 12 YEAR OLD,80432101377,1.14,1,40,77.99,NA
Wine,France Wine,France Red Wine,FRANCE,874206,CASTILLON - CHATEAU JOANIN BECOT 2009/10,714153083697,0.75,1,14,47.99,0
Spirits,Rum,Spiced Rum,TRINIDAD AND TOBAGO,877654,THE KRAKEN - BLACK SPICED,811538010580,0.05,1,47,5.99,NA
Spirits,Vodka,Straight Vodka,CANADA,896852,TOTEM - VODKA,626990257813,0.75,1,40,59.49,NA
Wine,France Wine,France White Wine,FRANCE,90241,GEWURZTRAMINER - KUHLMANN PLATZ,3306997130704,0.75,1,13,16.49,1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,906578,MOLSON - COORS LIGHT,56327182554,0.341,12,4,20.29,NA
Wine,France Wine,France White Wine,FRANCE,91892,CHATEAUNEUF DU PAPE BLANC - DOM DE NALYS EICELENCI 09/10,3770000037159,0.75,1,13.5,52.99,0
Spirits,Whisky,Canadian Whisky,CANADA,9522,WISERS - DELUXE,48415345255,0.375,1,40,13.99,NA
Wine,France Wine,France Fruit and Dessert Wine,FRANCE,973495,CHATEAU RAYNE VIGNEAU 2007,3760159870165,0.375,1,13.5,29.99,10
Spirits,Whisky,Irish Whiskey,IRELAND,180844,JAMESON - GIFT PACK (WITH 2 ROCKS GLASSES),80432103821,0.75,1,40,39.99,NA
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,202531,CABERNET SAUVIGNON - SIX HATS FAIR TRADE,875359001998,0.75,1,14.5,12.99,1
Wine,Canada - BC,Canada - BC White Wine,CANADA,106765,SCHLOSS LADERHEIM,58976055012,4,1,11.5,31.49,2
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,115212,CABERNET SAUVIGNON - CANNONBALL 12/13,896499001105,0.75,1,13.7,27.99,0
Spirits,Whisky,Canadian Whisky,CANADA,122317,WHITE OWL,776555200027,0.75,1,40,32.49,NA
Wine,France Wine,France Red Wine,FRANCE,12286,CHATEAUNEUF DU PAPE - LA FIOLE DU PAPE,3217661012519,0.75,1,14,39.99,0
Wine,Italy Wine,Italy White Wine,ITALY,137570,TOSCANA BIANCO - POGGIOTONDO,8032927130104,0.75,1,12.5,16.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,139170,SINGLETON OF GLENDULLAN - 12 YEAR OLD,88076176324,0.75,1,40,53.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,140368,BAROLO - MASCARELLO MONPRIVATO 2005,626990107460,0.75,1,14,149.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,145383,BOLGHERI SASSICAIA - SAN GUIDO SASSICAIA 2011/12,84692492008,0.75,1,13.5,190.99,0
Spirits,Gin,Dry Gin,NETHERLANDS,156737,BERRY BROS & RUDD - NO 3 LONDON DRY,87229174033,0.75,1,46,49.49,NA
Beer,Import Beer,Europe Beer,RUSSIA (USSR),176909,BALTIKA 7,4600682511014,0.5,1,5.4,2.39,NA
Wine,France Wine,France Red Wine,FRANCE,187088,CHATEAU PAVIE DECESSE 2010,3277035201901,0.75,1,15,299.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,222794,BRAVA - CAN,774837585374,0.355,15,5.5,18.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,25155,CHIANTI - GABBIANO,89819501458,0.75,1,12.5,13.29,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,251876,CABERNET SAUVIGNON - WOLF BLASS YELLOW LABEL,87000308527,0.75,1,13,13.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,255745,CALATAYUD GARNACHA - GARNACHA DE FUEGO,8437012538016,0.75,1,14.5,13.99,0
Wine,France Wine,France Red Wine,FRANCE,266932,CHATEAU BELAIR-MONANGE 2011,3328150026006,0.75,1,14,129.99,0
Wine,France Wine,France Champagne Wine,FRANCE,26757,LOUIS ROEDERER - BRUT PREMIER,3114080016039,3,1,12,391.29,0
Wine,France Wine,France Champagne Wine,FRANCE,267880,PERRIER JOUET - BELLE EPOQUE 06/07,633438300024,0.75,1,12.5,179.99,0
Beer,Import Beer,Europe Beer,DENMARK,276188,CARLSBERG TALL CAN,5740600020637,0.5,1,5,1.99,NA
Wine,France Wine,France White Wine,FRANCE,301119,CHATEAU MALARTIC LAGRAVIERE BLANC 2011,714153160817,0.75,1,13.5,129.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,307371,GROWERS - PEACH,67932000409,2,1,7,7.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,313825,CABERNET SAUVIGNON - J LOHR SEVEN OAKS,89121288122,0.75,1,13,22.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,314906,GROWERS - RASPBERRY,67932000355,2,1,7,8.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,322735,PELLER ESTATES - PROPRIETORS RESERVE WHITE,48162001787,0.75,1,11.5,7.29,1
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,3343,J & B RARE,5010103800440,1.14,1,40,33.49,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,334789,MALBEC - VINA COBOS FELINO MENDOZA 2014,897941000974,0.75,1,14.4,17.49,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,336438,HELL'S GATE - PALE ALE CAN,779305100028,0.355,6,5,7.29,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,354993,FUME BLANC - FERRARI CARANO SONOMA 2014,742651121191,0.75,1,13.8,27.99,0
Wine,France Wine,France White Wine,FRANCE,375055,JURA - BOURDY COTES DU JURA BLANC 1995,3563110001390,0.75,1,12,159.99,0
Beer,Import Beer,Europe Beer,CZECH REPUBLIC,388900,PILSNER URQUELL,8594404000015,0.33,6,4.4,14.79,NA
Wine,France Wine,France Champagne Wine,FRANCE,393751,VARNIER FANNIERE -  GRAND CRU BRUT ROSE,3354758000018,0.75,1,12,75.99,0
Wine,Canada - Other,Canada - Other Ice Wine,CANADA,401448,PILLITTERI ESTATE - VIDAL ICEWINE 2013,627128123208,0.2,1,10,20.99,10
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,423186,CABERNET SAUVIGNON - VINEYARD 29 ESTATE NAPA ST HELENA 2012,626990256250,0.75,1,14.5,219.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,457390,CABERNET SAUVIGNON - PAUL HOBBS NAPA CROSS BARN 2013,897941000127,0.75,1,14,67.99,0
Spirits,Whisky,Canadian Whisky,CANADA,469114,GIBSONS FINEST VENERABLE 18 YEAR OLD,83664870448,0.75,1,40,69.99,NA
Wine,France Wine,France Red Wine,FRANCE,472662,ROUSSILLON VILLAGES - DOMAINE BOUCABEILLE LES ORRIS 2014,3760221680098,0.75,1,14,47.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,479436,TOMATIN - 18 YEAR OLD,84279976181,0.75,1,43,109.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,479725,OKANAGAN SPRING - 1516 BAVARIAN LAGER CAN,56910003129,0.355,12,5,19.79,NA
Wine,Other Country Wine,Other Country Fruit and Dessert Wine,UNITED STATES OF AMERICA,50195,TAKARA - PLUM WINE,86395365009,0.75,1,12,15.99,10
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,503490,CODORNIU - CLASICO BRUT,12976990179,0.75,1,11.5,13.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,506931,SHIRAZ - D'ARENBERG FOOTBOLT MCLAREN VALE 11/12,9311832347005,0.75,1,14,21.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,50856,RIESLING KABINETT - B RESS HATTENHEIMER SCHUTZENHAUS 2014,4018847111342,0.75,1,9.5,21.99,2
Wine,France Wine,France Champagne Wine,FRANCE,510263,POL ROGER - BRUT 2006,89744506023,3,1,12,394.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,514075,MACALLAN - 1824 SERIES SIENNA,5010314102203,0.75,1,43,179.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,523597,SHIRAZ GRENACHE MOURVEDRE - JOHN DUVAL BAROSSA PLEXUS 10/12,9334921000001,0.75,1,14,54.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,527176,MALBEC - DIEGO MURILLO,604984111228,0.75,1,13,9.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,545665,WHISTLER - PINEAPPLE EXPRESS WHEAT ALE,626990129240,0.65,1,5,5.39,NA
Spirits,Rum,Dark Rum,CANADA,54841,LAMB'S - NAVY,48415345361,1.75,1,40,50.99,NA
Wine,Other Country Wine,Other Country Fruit and Dessert Wine,JAPAN,568907,NAKANO - UME JAPANESE PLUM WINE,4978526810310,0.3,1,10,10.49,9
Spirits,Vodka,Flavoured Vodka,FRANCE,574152,GREY GOOSE - L'ORANGE,83089560009,0.75,1,40,44.99,NA
Wine,France Wine,France Red Wine,FRANCE,581645,COTES DU RHONE - LOUIS BERNARD,604174000639,0.75,1,13.5,13.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,585760,QUAILS GATE - PINOT NOIR 2014,778856111200,0.75,1,13,24.49,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,59527,CHARDONNAY - HARDYS VARIETAL RANGE,9311043058660,0.75,1,13.2,8.99,0
Wine,France Wine,France Red Wine,FRANCE,600080,VACQUEYRAS - CHATEAU DE TOURS 2009,97985150158,0.75,1,13,69.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,609867,CABERNET SAUVIGNON - BERINGER PRIVATE RESERVE NAPA 2010,89819002771,1.5,1,14.5,284.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,611434,CHARDONNAY - PETER LEHMANN WEIGHBRIDGE,9311910102250,0.75,1,13,8.77,1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,62851,PERSEPHONE  - GODDESS GOLDEN ALE CAN,626990186076,0.355,6,5,11.29,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,635664,CABERNET SAUVIGNON - PAUL HOBBS NAPA 2013,897941000172,0.75,1,14,150.99,0
Spirits,Whisky,Canadian Whisky,CANADA,6361,ALBERTA SPRINGS - 10 YEAR OLD,777680001039,0.75,1,40,21.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,651596,CABERNET SAUVIGNON - JOSEPH PHELPS NAPA ESTATE 2013,10465208903,0.75,1,14.5,116.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,654889,RIESLING - KLOSTER EBERBACH BERG ROSENECK FEINHERB 2014,4004850024052,0.75,1,11.5,29.99,0
Wine,Spain Wine,Spain White Wine,SPAIN,657262,RIOJA RESERVA BLANCO - LOPEZ DE HEREDIA VINA TONDONIA 2001,626990192022,0.75,1,11.5,51.99,0
Beer,Import Beer,Mexico And Caribbean Beer,MEXICO,6619,MODELO ESPECIAL,7501064196379,0.355,6,4.4,13.29,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,674119,FERNET BRANCA BITTERS,400002201458,0.5,1,39,27.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,683466,ZINFANDEL - CAMERON HUGHES SONOMA OLD VINE LOT 429 2012,845517004291,0.75,1,14.9,22.99,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,729962,BAILEYS - CHOCOLATE CHERRY IRISH CREAM,5011013930173,0.75,1,17,26.49,NA
Wine,France Wine,France Red Wine,FRANCE,737536,SAVIGNY LES BEAUNE 1ER LES GUETTES - JADOT DOM GAGEY 2012,3535926111204,0.75,1,13.5,56.99,0
Wine,France Wine,France Red Wine,FRANCE,755496,CHATEAU MARGAUX 2005,626990213932,0.75,1,13,2099,0
Wine,Italy Wine,Italy Red Wine,ITALY,769380,VENETO APPASSIMENTO BREVE - TEDESCHI CORASCO 12/13,8019171001275,0.75,1,14,23.49,0
Wine,Spain Wine,Spain Rose Wine,SPAIN,792317,UTIEL REQUENA ROSE - PASION DE BOBAL 2015,8436017631722,0.75,1,12.5,16.99,0
Refreshment Beverages,Cider,Import Cider,UNITED KINGDOM,8144,WILLIAM'S - SIR PERRY PEAR CIDER TALL CAN,737398026397,0.5,4,6,11.49,NA
Wine,Italy Wine,Italy White Wine,ITALY,847103,VERMENTINO DE SARDEGNA - CAPICHERA LINTORI 13/14,8032568670113,0.75,1,14,30.99,0
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,856062,SAUVIGNON BLANC - KWV CATHEDRAL CELLAR,748294066127,0.75,1,13,12.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,862086,EDRADOUR - 10 YEAR OLD,5010739261981,0.7,1,40,81.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,874131,SMIRNOFF - ICE,82000759485,0.33,4,5,9.29,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,878751,SANDHILL - VIOGNIER OSPREY RIDGE 2015,58976502387,0.75,1,14,16.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,879585,BRUNELLO DI MONTALCINO - FULIGNI 2009,726452008981,0.75,1,14.5,78.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,900035,LABATT - BLUE,62067351020,0.341,12,5,20.29,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,904334,LABATT - BUDWEISER CAN,62067335341,0.355,6,5,9.29,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,539213,PINOT NOIR - DE BORTOLI ESTATE GROWN YARRA VALLEY 2014,9300752081649,0.75,1,13,33.99,1
Wine,France Wine,France Red Wine,FRANCE,101410,CHATEAU TROPLONG MONDOT 2006,714153060261,0.75,1,13,179.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,114611,CABERNET SAUVIGNON SYRAH - CHARLES & CHARLES POST NO 35,856622001112,0.75,1,13.5,16.99,0
Wine,France Wine,France White Wine,FRANCE,154245,CORTON CHARLEMAGNE - DOMAINE RAPET PERE & FILS 2013,830044007846,0.75,1,13,184.99,0
Wine,France Wine,France White Wine,FRANCE,182014,CHEVALIER MONTRACHET - DOMAINE BOUCHARD PERE 09/11,3337690077928,0.75,1,14,329.99,0
Wine,France Wine,France Red Wine,FRANCE,185900,BEAUNE 1ER - JADOT 153RD ANNIVERSARY 2012,3535923015000,0.75,1,13.42,58.99,0
Wine,France Wine,France Red Wine,FRANCE,18648,CHATEAU DUCRU BEAUCAILLOU 2010,3760131685879,0.75,1,13,449.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,188292,HOCHTALER DRY,48162002425,4,1,11,27.49,0
Wine,Spain Wine,Spain Red Wine,SPAIN,190629,RIOJA TEMPRANILLO - CAMPO VIEJO,8410302106300,0.75,1,13,14.79,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,220459,PINOT GRIGIO - LINDEMANS BIN 85,12354087828,0.75,1,12.5,10.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,232512,RIESLING - CHATEAU STE. MICHELLE,88586621840,0.75,1,12.1,15.49,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,243527,PARKSIDE - DAWN PILSNER CAN,628055331018,0.355,6,4.9,11.29,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,250985,SONOMA COUNTY RED - RIDGE THREE VALLEY 12/13,744442081004,0.75,1,14.3,39.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,251066,CABERNET SAUVIGNON - SILVER OAK ALEXANDER VALLEY 2012,808755002726,0.75,1,13.5,116.99,0
Wine,France Wine,France Red Wine,FRANCE,266999,PROVIDENCE 2011,3328150026013,0.75,1,13,119.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,272286,KRUG - VINTAGE 00/03,3258064051910,0.75,1,12,272.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,280719,CABERNET SAUVIGNON - SAN PEDRO GATO NEGRO,7804300010744,1.5,1,13.5,13.99,0
Wine,France Wine,France Red Wine,FRANCE,286682,BOURGOGNE PINOT NOIR - DROUHIN LAFORET 2012/13,12086304019,0.75,1,12.5,24.99,0
Wine,Sake,Japan Sake,JAPAN,300434,SAKEHITOSUJI - JUN GIN BLACK,4985570102070,0.72,1,15.4,31.49,0
Spirits,Whisky,Other Country Whisky,TAIWAN,304204,KAVALAN - SINGLE MALT WHISKY SOLIST (SHERRY FINISH),4710085208630,0.7,1,58.6,184.99,NA
Wine,Other Style Wine,Aperitif And Flavoured Wine,AUSTRALIA,31369,CHALMERS - CHOCOLATE TAWNY,9315414000173,0.75,1,17.5,19.99,10
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,316570,SAUVIGNON BLANC - OYSTER BAY MARLBOROUGH,9415549802601,0.75,1,12.5,16.49,0
